_corrupt_record,artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userAgent,userId
"",Rammstein,Logged In,Zoie,F,100,Wright,216.65914,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1512172030284,2163,Links 2 3 4,200,1513737069284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2164
"",The Notting Hillbillies,Logged In,Justin,M,2,Jones,156.47302,paid,"Dayton, TN",PUT,NextSong,1504706730284,5858,Bewildered,200,1513737075284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1176
"",Kings Of Leon,Logged In,Diego,M,0,Smith,208.69179,free,"Tyler, TX",PUT,NextSong,1492729797284,2962,California Waiting,200,1513737118284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",2963
"",Avril Lavigne,Logged In,Noel,M,3,Doyle,240.48281,paid,"Baltimore-Columbia-Towson, MD",PUT,NextSong,1509602414284,1496,When You're Gone,200,1513737145284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1497
"",Uriah Heep,Logged In,Andrew,M,33,Randall,286.64118,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1509038679284,5478,Shady Lady,200,1513737154284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2867
"",HÃÂ©roes del Silencio,Logged In,Kelly,F,34,Newton,300.5122,paid,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1513283366284,5566,HÃÂ©roe De Leyenda (VersiÃÂ³n Maxi),200,1513737160284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,1138
"",The Kills,Logged In,Jaelyn,F,31,Wilson,130.29832,paid,"Lexington-Fayette, KY",PUT,NextSong,1508581556284,3146,Gypsy Death And You,200,1513737223284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1955
"",Tricky,Logged In,Justin,M,3,Jones,249.28608,paid,"Dayton, TN",PUT,NextSong,1504706730284,5858,Evolution Revolution Love (Album version),200,1513737231284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1176
"",Pursuit Of Happiness,Logged In,Ivan,M,3,Gonzalez,304.40444,free,"Columbus, OH",PUT,NextSong,1504075089284,4097,Survival,200,1513737238284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2028
"",The Cardigans,Logged In,Bryce,M,0,Rivas,216.00608,free,"Nashville-Davidson--Murfreesboro--Franklin, TN",PUT,NextSong,1505065008284,1854,Deuce,200,1513737272284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1855
"",Jack Johnson,Logged In,Damont,M,29,Hardy,248.99873,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1502341283284,1208,Questions,200,1513737276284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1209
"",Kaskade,Logged In,Zoie,F,101,Wright,247.74485,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1512172030284,2163,Angel On My Shoulder (EDX Radio Edit),200,1513737285284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2164
"","",Logged In,Jorge,M,0,Moyer,"",free,"Rockford, IL",GET,Home,1507420647284,242,"",200,1513737291284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:24.0) Gecko/20100101 Firefox/24.0,243
"",Gripin,Logged In,Diego,M,1,Smith,282.48771,free,"Tyler, TX",PUT,NextSong,1492729797284,2962,Sensiz istanbul'a dÃÂ¼smanim,200,1513737326284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",2963
"",Gorillaz,Logged In,Timothy,M,0,Zuniga,295.31383,free,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1510107043284,5696,Every Planet We Reach Is Dead,200,1513737328284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,1362
"",ZZ Top,Logged In,Jaelyn,F,32,Wilson,240.53506,paid,"Lexington-Fayette, KY",PUT,NextSong,1508581556284,3146,Gimme All Your Lovin' (LP Version),200,1513737353284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1955
"","",Logged In,Talia,F,0,Dalton,"",free,"Charlotte-Concord-Gastonia, NC-SC",GET,Home,1513287006284,5704,"",200,1513737371284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36\"",422
"",Michael Jackson,Logged In,Talia,F,1,Dalton,151.90159,free,"Charlotte-Concord-Gastonia, NC-SC",PUT,NextSong,1513287006284,5704,Rockin' Robin,200,1513737382284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36\"",422
"",Mayday Parade,Logged In,Noel,M,4,Doyle,247.92771,paid,"Baltimore-Columbia-Towson, MD",PUT,NextSong,1509602414284,1496,Take This To Heart (Album),200,1513737385284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1497
"",Ok Go,Logged In,Andrew,M,34,Randall,196.62322,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1509038679284,5478,Get Over It,200,1513737440284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2867
"",Marshall Jefferson,Logged In,Enrique,M,7,Miller,403.90485,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1500182660284,5641,Move Your Body,200,1513737450284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",58
"",Rihanna,Logged In,Kelly,F,35,Newton,268.25098,paid,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1513283366284,5566,Don't Stop The Music,200,1513737460284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,1138
"",MÃÂ¥negarm,Logged In,Justin,M,4,Jones,1.12281,paid,"Dayton, TN",PUT,NextSong,1504706730284,5858,Mina FÃÂ¤ders Hall,200,1513737480284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1176
"",Sean Paul,Logged In,Justin,M,5,Jones,63.08526,paid,"Dayton, TN",PUT,NextSong,1504706730284,5858,Examples Of Things Not To Do In Bed (skit),200,1513737481284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1176
"",The Lonely Island,Logged In,Bryce,M,1,Rivas,174.15791,free,"Nashville-Davidson--Murfreesboro--Franklin, TN",PUT,NextSong,1505065008284,1854,Incredibad,200,1513737488284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1855
"",Itchy Poopzkid,Logged In,Damont,M,30,Hardy,174.10567,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1502341283284,1208,Better Off Alone,200,1513737524284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1209
"",DIVOKEJ BILL,Logged In,Zoie,F,102,Wright,216.58077,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1512172030284,2163,ARCHA (LIVE),200,1513737532284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2164
"",Five Finger Death Punch,Logged In,Jordan,M,41,Crosby,262.42567,paid,"Columbus, GA-AL",PUT,NextSong,1508616912284,5764,Bad Company,200,1513737540284,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,2892
"",The Black Keys,Logged In,Justin,M,6,Jones,224.49587,paid,"Dayton, TN",PUT,NextSong,1504706730284,5858,Sinister Kid,200,1513737544284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1176
"",Eminem / Nate Dogg,Logged In,Jaelyn,F,33,Wilson,297.9522,paid,"Lexington-Fayette, KY",PUT,NextSong,1508581556284,3146,'Till I Collapse,200,1513737593284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1955
"",Apocalyptica,Logged In,Diego,M,2,Smith,193.14893,free,"Tyler, TX",PUT,NextSong,1492729797284,2962,Refuse / Resist,200,1513737608284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",2963
"",Daniel Bedingfield,Logged In,Timothy,M,1,Zuniga,190.06649,free,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1510107043284,5696,Wrap My Words Around You,200,1513737623284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,1362
"",Jason Derulo,Logged In,Noel,M,5,Doyle,222.61506,paid,"Baltimore-Columbia-Towson, MD",PUT,NextSong,1509602414284,1496,Whatcha Say,200,1513737632284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1497
"",Snow Patrol,Logged In,Andrew,M,35,Randall,223.18975,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1509038679284,5478,Set Down Your Glass,200,1513737636284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2867
"",Beirut,Logged In,Saanvi,F,0,Tanner,232.48934,free,"Naples-Immokalee-Marco Island, FL",PUT,NextSong,1505626005284,5127,The Akara,200,1513737638284,Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0,2168
"",Queen,Logged In,Amen,F,0,Tucker,212.16608,free,"Riverside-San Bernardino-Ontario, CA",PUT,NextSong,1510016148284,1167,Death On Two Legs (Dedicated To....) (Live) (1994 Digital Remaster),200,1513737639284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,1168
"",Crystal Castles,Logged In,Bryce,M,2,Rivas,162.76853,free,"Nashville-Davidson--Murfreesboro--Franklin, TN",PUT,NextSong,1505065008284,1854,Alice Practise,200,1513737662284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1855
"",Hanna Marsh,Logged In,Damont,M,31,Hardy,249.49506,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1502341283284,1208,Little Bird,200,1513737698284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1209
"",The Black Keys,Logged In,Kelly,F,36,Newton,208.19546,paid,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1513283366284,5566,You're The One,200,1513737728284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,1138
"",Nelly,Logged In,Zoie,F,103,Wright,255.9473,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1512172030284,2163,Never Let 'Em C U Sweat,200,1513737748284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2164
"",DJ Dizzy,Logged In,Justin,M,7,Jones,221.1522,paid,"Dayton, TN",PUT,NextSong,1504706730284,5858,Sexy Bitch,200,1513737768284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1176
"",Kings Of Leon,Logged In,Jordan,M,42,Crosby,200.82893,paid,"Columbus, GA-AL",PUT,NextSong,1508616912284,5764,Rememo,200,1513737802284,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,2892
"","",Logged Out,"","",0,"","",free,"",GET,Home,"",185,"",200,1513737804284,"",""
"",Dusty Springfield,Logged In,Bryce,M,3,Rivas,211.35628,free,"Nashville-Davidson--Murfreesboro--Franklin, TN",PUT,NextSong,1505065008284,1854,The Look Of Love,200,1513737824284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1855
"","",Logged Out,"","",1,"","",free,"",GET,About,"",185,"",200,1513737827284,"",""
"",Apocalyptica,Logged In,Amen,F,1,Tucker,205.97506,free,"Riverside-San Bernardino-Ontario, CA",PUT,NextSong,1510016148284,1167,Struggle,200,1513737851284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,1168
"",Massive Attack,Logged In,Enrique,M,8,Miller,299.36281,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1500182660284,5641,Risingson,200,1513737853284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",58
"",Jennifer Hudson,Logged In,Noel,M,6,Doyle,241.42322,paid,"Baltimore-Columbia-Towson, MD",PUT,NextSong,1509602414284,1496,We Gon' Fight,200,1513737854284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1497
"",Dr Feelgood,Logged In,Andrew,M,36,Randall,216.13669,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1509038679284,5478,Riot In Cell Block Number Nine,200,1513737859284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2867
"",King Geedorah,Logged In,Jaelyn,F,34,Wilson,49.08363,paid,"Lexington-Fayette, KY",PUT,NextSong,1508581556284,3146,The Final Hour,200,1513737890284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1955
"",The New Pornographers,Logged In,Kelly,F,37,Newton,208.8224,paid,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1513283366284,5566,Entering White Cecilia,200,1513737936284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,1138
"","",Logged In,Jaelyn,F,35,Wilson,"",paid,"Lexington-Fayette, KY",GET,Downgrade,1508581556284,3146,"",200,1513737941284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1955
"",OneRepublic,Logged In,Damont,M,32,Hardy,224.67873,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1502341283284,1208,Secrets,200,1513737947284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1209
"",Butthole Surfers,Logged In,Justin,M,8,Jones,297.32526,paid,"Dayton, TN",PUT,NextSong,1504706730284,5858,Pepper,200,1513737989284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1176
"",The Statler Brothers,Logged In,Jaelyn,F,36,Wilson,139.54567,paid,"Lexington-Fayette, KY",PUT,NextSong,1508581556284,3146,Flowers On The Wall,200,1513737990284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1955
"",Brooklyn Funk Essentials,Logged In,Jordan,M,43,Crosby,291.00363,paid,"Columbus, GA-AL",PUT,NextSong,1508616912284,5764,I Got Cash,200,1513738002284,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,2892
"",Beck,Logged In,Zoie,F,104,Wright,228.80608,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1512172030284,2163,Lost Cause,200,1513738003284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2164
"",The Ordinary Boys,Logged In,Bryce,M,4,Rivas,162.87302,free,"Nashville-Davidson--Murfreesboro--Franklin, TN",PUT,NextSong,1505065008284,1854,Boys Will Be Boys,200,1513738035284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1855
"",Coldplay,Logged In,Andrew,M,37,Randall,268.38159,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1509038679284,5478,Yellow,200,1513738075284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2867
"",Cameo,Logged In,Noel,M,7,Doyle,211.98322,paid,"Baltimore-Columbia-Towson, MD",PUT,NextSong,1509602414284,1496,Word Up!,200,1513738095284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1497
"",Ink Spots,Logged In,Jaelyn,F,37,Wilson,146.70322,paid,"Lexington-Fayette, KY",PUT,NextSong,1508581556284,3146,It's A Sin To Tell A Lie,200,1513738129284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1955
"",Carmen Consoli,Logged In,Kelly,F,38,Newton,288.7571,paid,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1513283366284,5566,Piccolo Cesare,200,1513738144284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,1138
"",BÃÂ©la Fleck & the Flecktones,Logged In,Enrique,M,9,Miller,86.46485,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1500182660284,5641,Interlude,200,1513738152284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",58
"",Crazy Town,Logged In,Damont,M,33,Hardy,220.47302,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1502341283284,1208,Revolving Door,200,1513738171284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1209
"","",Logged In,Kelly,F,39,Newton,"",paid,"Houston-The Woodlands-Sugar Land, TX",GET,Help,1513283366284,5566,"",200,1513738197284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,1138
"",The All-American Rejects,Logged In,Amaury,M,0,Khan,213.08036,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1492387454284,3733,Gives You Hell,200,1513738216284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,1282
"",Scooter,Logged In,Zoie,F,105,Wright,316.682,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1512172030284,2163,Coldwater Canyon,200,1513738231284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2164
"",Jurassic 5,Logged In,Enrique,M,10,Miller,223.99955,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1500182660284,5641,Remember His Name,200,1513738238284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",58
"",Gogol Bordello,Logged In,Jaelyn,F,38,Wilson,319.68608,paid,"Lexington-Fayette, KY",PUT,NextSong,1508581556284,3146,My Strange Uncles From Abroad,200,1513738275284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1955
"",Counting Crows,Logged In,Justin,M,9,Jones,272.79628,paid,"Dayton, TN",PUT,NextSong,1504706730284,5858,Mr. Jones,200,1513738286284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1176
"",Landon Pigg featuring Turbo Fruits,Logged In,Jordan,M,44,Crosby,292.98893,paid,"Columbus, GA-AL",PUT,NextSong,1508616912284,5764,High Times,200,1513738293284,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,2892
"",Mushroomhead,Logged In,Noel,M,8,Doyle,221.93587,paid,"Baltimore-Columbia-Towson, MD",PUT,NextSong,1509602414284,1496,Nowhere To Go,200,1513738306284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1497
"",JosÃÂ© GonzÃÂ¡lez,Logged In,Andrew,M,38,Randall,194.19383,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1509038679284,5478,Down The Line,200,1513738343284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2867
"",And So I Watch You from Afar,Logged In,Damont,M,34,Hardy,385.67138,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1502341283284,1208,The Voiceless,200,1513738391284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1209
"","",Logged In,Victoria,F,0,Arnold,"",free,"Houston-The Woodlands-Sugar Land, TX",GET,Home,1495429854284,4799,"",200,1513738427284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",362
"",Lynyrd Skynyrd,Logged In,Amaury,M,1,Khan,216.60689,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1492387454284,3733,Sweet home Alabama,200,1513738429284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,1282
"",Jimmy Eat World,Logged In,Kelly,F,40,Newton,267.02322,paid,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1513283366284,5566,Last Christmas (Album Version),200,1513738432284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,1138
"",Klaxons,Logged In,Victoria,F,1,Arnold,166.79138,free,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1495429854284,4799,Golden Skans,200,1513738437284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",362
"",ManÃÂ¡,Logged In,Enrique,M,11,Miller,252.86485,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1500182660284,5641,Rayando el sol,200,1513738461284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",58
"",Bon Jovi,Logged In,Noel,M,9,Doyle,361.19465,paid,"Baltimore-Columbia-Towson, MD",PUT,NextSong,1509602414284,1496,Hallelujah,200,1513738527284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1497
"",Alexisonfire,Logged In,Andrew,M,39,Randall,212.11383,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1509038679284,5478,Mailbox Arson,200,1513738537284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2867
"",JoÃÂ£o Gilberto,Logged In,Zoie,F,106,Wright,258.37669,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1512172030284,2163,Ave Maria No Morro,200,1513738547284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2164
"",The Police,Logged In,Justin,M,10,Jones,223.84281,paid,"Dayton, TN",PUT,NextSong,1504706730284,5858,Invisible Sun,200,1513738558284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1176
"",Rage Against The Machine,Logged In,Jordan,M,45,Crosby,202.762,paid,"Columbus, GA-AL",PUT,NextSong,1508616912284,5764,Testify,200,1513738585284,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,2892
"",Galaxie 500,Logged In,Jaelyn,F,39,Wilson,174.2624,paid,"Lexington-Fayette, KY",PUT,NextSong,1508581556284,3146,Final Day,200,1513738594284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1955
"",Eddie Vedder,Logged In,Victoria,F,2,Arnold,199.23546,free,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1495429854284,4799,End Of The Road,200,1513738603284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",362
